months_age,box,distance,gender,grade,racenumber,schedule,dogName,ken,odds,time,trn,avg_weight,hiGrade
26,7,0,0,4,2,1,1182,4,8.0,31.84,2,58,6
26,8,0,0,4,2,1,1685,2,6.0,31.43,16,64,6
26,1,0,0,2,3,1,2486,0,7.0,31.13,22,68,3
38,2,0,0,2,3,1,247,2,3.5,31.03,16,68,2
26,4,0,1,2,9,0,560,4,3.5,30.86,2,79,4
38,5,0,0,2,9,0,654,12,7.0,31.04,18,60,3
62,7,0,1,2,9,0,1093,8,4.0,31.01,8,70,4
26,8,0,0,2,9,0,1640,10,10.0,30.99,10,59,4
38,1,0,1,0,10,0,1949,1,8.0,30.72,13,73,2
38,2,0,0,0,10,0,442,8,10.0,30.47,8,60,2
38,3,0,0,0,10,0,1873,10,12.0,30.81,10,58,2
38,6,1,1,5,6,1,1748,10,4.0,37.31,10,75,2
38,7,1,1,5,6,1,2557,13,7.0,37.68,21,70,3
38,8,1,1,5,6,1,345,6,4.5,37.38,15,69,2
26,1,0,0,3,7,1,543,0,10.0,31.48,22,63,5
38,2,0,1,3,7,1,1456,9,4.0,30.98,17,71,4
50,3,0,0,3,7,1,485,15,6.0,31.09,3,66,5
26,4,0,1,3,7,1,779,12,8.0,31.14,18,75,5
38,5,0,1,3,7,1,780,7,7.0,31.22,11,77,4
38,6,0,1,3,7,1,360,0,12.0,31.08,22,75,4
26,7,0,0,3,7,1,502,1,2.5,31.57,13,57,5
38,3,0,0,2,3,1,1101,1,8.0,31.05,13,57,2
38,4,0,1,2,3,1,2253,3,6.0,31.11,4,72,3
26,5,0,0,2,3,1,2434,12,2.5,30.99,18,61,3
62,6,0,1,2,3,1,2319,10,12.0,31.05,10,68,4
38,7,0,0,2,3,1,2113,7,4.0,30.81,11,70,3
38,8,0,1,2,3,1,91,5,10.0,30.93,5,75,3
38,1,0,0,1,4,1,1841,1,4.5,31.11,13,66,3
50,3,0,1,1,4,1,263,2,8.0,31.13,16,74,2
38,4,0,1,1,4,1,1578,0,12.0,30.44,22,76,2
38,5,0,0,1,4,1,819,6,6.0,30.46,15,62,2
62,5,0,1,0,10,0,1554,9,4.0,30.68,17,68,2
39,7,0,1,0,10,0,732,7,6.0,30.85,11,68,2
38,8,0,1,0,10,0,1578,0,7.0,30.44,22,76,2
27,2,0,0,3,11,0,942,6,3.5,31.75,15,58,5
27,3,0,0,3,11,0,543,0,4.0,31.48,22,63,5
50,4,0,0,3,11,0,2333,8,10.0,31.11,8,62,3
26,8,0,0,3,7,1,1106,3,3.5,30.97,4,65,3
26,1,1,1,5,8,1,1530,9,4.5,37.76,17,73,2
62,2,1,0,5,8,1,1202,3,6.0,37.43,4,61,2
38,3,1,0,5,8,1,1655,7,10.0,37.79,11,65,2
50,4,1,1,5,8,1,1044,1,8.0,37.64,13,76,2
38,6,1,1,5,8,1,336,6,7.0,37.56,15,67,2
38,7,1,0,5,8,1,1002,4,12.0,37.74,2,58,2
38,8,1,1,5,8,1,468,15,4.0,37.69,3,76,2
38,1,0,1,0,9,1,1837,1,12.0,30.89,13,78,2
26,7,0,1,1,4,1,414,8,2.5,30.88,8,74,3
38,8,0,1,1,4,1,524,13,10.0,31.02,21,70,2
26,1,0,1,3,5,1,779,12,12.0,31.14,18,75,5
26,2,0,0,3,5,1,373,0,7.0,31.02,22,64,4
26,3,0,1,3,5,1,1978,1,65.0,31.26,13,71,5
26,4,0,1,3,5,1,1884,3,10.0,31.17,4,71,4
26,7,0,0,3,5,1,1499,9,2.5,31.34,17,56,5
26,5,0,0,3,11,0,1106,3,2.5,30.97,4,65,3
26,6,0,0,3,11,0,718,12,6.0,31.66,18,62,5
50,7,0,0,3,11,0,480,15,8.0,32.31,3,65,5
50,2,0,0,1,12,0,1934,1,8.0,30.72,13,64,3
26,3,0,0,1,12,0,290,2,6.0,31.01,16,64,3
38,4,0,0,1,12,0,819,6,7.0,30.46,15,62,2
39,5,0,1,1,12,0,2152,4,10.0,30.71,2,75,2
26,6,0,1,1,12,0,1114,12,2.5,31.09,18,78,3
26,2,0,0,0,9,1,453,15,7.0,30.73,3,61,2
37,3,0,1,0,9,1,990,6,8.0,30.91,15,81,2
26,4,0,0,0,9,1,2322,10,6.0,30.46,10,60,2
50,5,0,1,0,9,1,1067,12,10.0,30.51,18,74,2
25,6,0,0,0,9,1,1412,8,3.5,30.78,8,62,2
38,7,0,0,0,9,1,1271,4,4.0,30.19,2,62,2
50,8,0,1,0,9,1,1357,3,2.5,30.32,4,66,2
50,1,1,1,5,10,1,2106,7,4.5,37.61,11,79,2
38,2,1,0,5,10,1,1369,3,8.0,37.39,4,58,2
26,3,1,0,5,10,1,2007,0,12.0,38.12,22,59,2
26,8,0,1,3,5,1,560,4,4.0,30.86,2,79,5
38,1,1,1,5,6,1,345,6,12.0,37.38,15,69,2
38,2,1,1,5,6,1,1748,10,2.5,37.31,10,75,2
38,3,1,1,5,6,1,161,10,4.5,37.55,10,79,2
38,4,1,1,5,6,1,1472,9,6.0,37.38,17,73,2
38,5,1,1,5,6,1,468,15,10.0,37.69,3,76,2
38,6,1,0,5,6,1,1494,9,4.0,37.03,17,63,2
38,8,1,1,5,6,1,2488,6,7.0,37.43,15,69,2
26,1,0,0,3,7,1,543,0,12.0,31.48,22,63,5
26,2,0,0,3,7,1,2189,15,4.0,30.92,3,62,4
38,7,0,0,1,12,0,1101,1,4.0,31.05,13,57,2
62,8,0,0,1,12,0,1250,8,12.0,30.33,8,64,2
38,1,0,1,3,13,0,2590,7,4.0,31.79,11,77,5
39,2,0,1,3,13,0,2131,8,12.0,31.28,8,68,4
50,3,0,1,3,13,0,507,5,10.0,31.14,5,70,3
50,4,0,1,3,13,0,141,15,2.5,31.31,3,73,5
50,5,0,1,3,13,0,350,0,3.5,30.97,22,78,3
26,6,0,1,3,13,0,869,6,6.0,31.06,15,69,5
27,7,0,1,3,13,0,2109,12,8.0,31.35,18,73,5
26,8,0,1,3,13,0,1978,1,7.0,31.26,13,71,5
26,1,0,1,2,1,1,1038,10,4.0,31.15,10,72,4
62,2,0,0,2,1,1,351,0,2.5,30.77,22,58,2
38,3,0,0,2,1,1,1650,7,10.0,30.84,11,57,3
26,4,0,1,2,1,1,2218,12,6.0,31.23,18,80,4
38,6,0,0,2,1,1,247,2,8.0,31.03,16,68,2
26,7,0,0,2,1,1,2283,5,3.5,31.12,5,63,4
37,5,1,1,5,10,1,400,1,7.0,37.63,13,68,2
38,6,1,0,5,10,1,1494,9,2.5,37.03,17,63,2
38,7,1,1,5,10,1,2488,6,4.0,37.43,15,69,2
50,8,1,1,5,10,1,2331,4,10.0,37.71,2,79,2
50,1,0,1,3,11,1,2317,10,3.5,30.96,10,70,2
26,2,0,1,3,11,1,1289,6,8.0,31.21,15,70,5
38,3,0,0,3,11,1,1660,7,4.0,30.77,11,61,3
50,4,0,1,3,11,1,1084,15,6.0,31.24,3,72,4
26,5,0,0,3,11,1,2306,0,12.0,31.39,22,63,5
38,6,0,0,3,11,1,2433,3,10.0,31.06,4,69,4
26,3,0,1,3,7,1,1975,1,3.5,31.03,13,70,5
38,6,0,0,3,7,1,1463,9,7.0,30.86,17,57,2
26,7,0,0,3,7,1,127,12,8.0,31.23,18,60,5
26,8,0,1,3,7,1,869,6,2.5,31.06,15,69,5
50,1,1,1,6,8,1,2331,4,8.0,37.71,2,79,2
38,2,1,0,6,8,1,1369,3,6.0,37.39,4,58,2
38,3,1,0,6,8,1,1655,7,12.0,37.79,11,65,2
38,4,1,0,6,8,1,1739,10,10.0,38.08,10,63,2
27,1,0,1,2,14,0,1603,12,8.0,31.11,18,65,4
38,2,0,0,2,14,0,2113,7,10.0,30.81,11,70,3
26,3,0,1,2,14,0,1117,2,7.0,31.22,16,75,4
50,4,0,1,2,14,0,2556,13,6.0,30.87,21,74,3
50,6,0,1,2,14,0,1671,6,2.5,30.94,15,72,2
50,7,0,0,2,14,0,478,15,4.0,31.09,3,65,3
26,8,0,0,2,14,0,2486,0,4.5,31.13,22,68,3
38,1,1,0,2,15,0,105,10,7.0,38.12,10,58,3
62,2,1,0,2,15,0,2334,4,3.5,37.88,2,62,3
38,3,1,1,2,15,0,2035,7,12.0,37.99,11,76,2
26,8,0,0,2,1,1,1896,4,7.0,31.11,2,58,3
26,1,0,1,4,2,1,1213,13,12.0,31.78,21,71,6
26,2,0,1,4,2,1,1977,1,8.0,31.86,13,75,6
27,4,0,1,4,2,1,1270,8,2.5,31.63,8,72,6
26,5,0,0,4,2,1,1685,2,6.0,31.43,16,64,6
26,6,0,0,4,2,1,92,12,4.0,31.68,18,60,6
27,7,0,1,4,2,1,1140,3,10.0,31.83,4,79,6
27,8,0,1,4,2,1,1775,0,4.5,31.76,22,73,6
51,1,0,1,2,3,1,767,0,7.0,30.79,22,71,3
39,2,0,0,2,3,1,2433,3,8.0,31.06,4,69,4
38,3,0,0,2,3,1,1475,9,12.0,30.61,17,58,2
38,7,0,1,3,11,1,535,13,2.5,31.09,21,74,4
38,8,0,1,3,11,1,2192,12,7.0,30.81,18,75,3
26,1,0,0,1,12,1,941,6,12.0,31.13,15,58,3
38,2,0,1,1,12,1,231,2,2.5,30.68,16,78,2
38,3,0,1,1,12,1,2151,3,4.5,30.77,4,78,3
25,4,0,0,1,12,1,1594,8,4.0,30.77,8,67,2
38,6,0,1,1,12,1,1578,0,6.0,30.44,22,76,2
38,8,0,1,1,12,1,2152,4,10.0,30.71,2,75,2
38,5,1,0,6,8,1,624,0,4.5,37.81,22,60,2
26,6,1,1,6,8,1,1734,10,2.5,37.57,10,75,3
38,1,0,1,0,9,1,1003,4,8.0,30.61,2,75,2
61,2,0,0,0,9,1,1250,8,12.0,30.33,8,64,2
38,3,0,1,0,9,1,1096,1,10.0,30.65,13,76,2
26,4,0,0,0,9,1,453,15,3.5,30.73,3,61,2
38,5,0,1,0,9,1,1201,3,2.5,30.15,4,73,2
50,6,0,1,0,9,1,795,6,6.0,30.46,15,70,2
38,5,1,0,2,15,0,1664,0,2.5,38.01,22,59,3
27,6,1,1,2,15,0,2142,13,6.0,38.18,21,75,4
50,7,1,0,2,15,0,2484,13,8.0,38.51,21,57,4
50,4,0,0,2,3,1,369,13,10.0,31.23,21,64,3
50,5,0,1,2,3,1,880,6,4.0,30.49,15,76,2
62,6,0,1,2,3,1,2319,10,2.5,31.05,10,68,4
51,7,0,0,2,3,1,2573,15,6.0,31.03,3,56,4
26,8,0,1,2,3,1,744,1,3.5,31.06,13,78,4
26,1,0,1,1,4,1,414,8,4.0,30.88,8,74,3
38,2,0,1,1,4,1,665,5,7.0,30.67,5,72,2
50,3,0,1,1,4,1,263,2,6.0,31.13,16,74,2
38,4,0,1,1,4,1,1562,9,2.5,30.79,17,74,2
50,5,0,1,1,4,1,795,6,8.0,30.46,15,70,2
62,6,0,0,1,4,1,1983,1,10.0,30.65,13,67,2
38,1,0,1,3,13,1,494,15,6.0,31.37,3,75,5
37,3,0,1,3,13,1,1550,9,10.0,30.77,17,70,2
26,4,0,0,3,13,1,574,2,8.0,30.85,16,69,3
38,5,0,1,3,13,1,2520,13,3.5,30.83,21,75,2
38,6,0,1,3,13,1,1235,1,4.0,30.89,13,71,2
38,7,0,1,3,13,1,1382,0,2.5,30.89,22,71,4
50,8,0,1,3,13,1,379,7,7.0,30.93,11,80,3
38,1,1,0,3,14,1,2468,0,12.0,38.63,22,66,5
38,2,1,0,3,14,1,536,13,10.0,38.18,21,61,4
26,3,1,0,3,14,1,1563,9,2.5,38.08,17,64,4
38,7,0,1,0,9,1,1073,12,7.0,30.57,18,76,2
26,8,0,0,0,9,1,2322,10,4.0,30.46,10,60,2
50,2,1,1,5,10,1,1044,1,12.0,37.64,13,76,2
38,3,1,1,5,10,1,2512,13,10.0,37.75,21,69,2
38,4,1,1,5,10,1,1492,9,7.0,37.15,17,77,2
38,6,1,0,5,10,1,943,6,8.0,37.68,15,68,2
50,7,1,1,5,10,1,2106,7,4.0,37.61,11,79,2
26,8,1,1,5,10,1,1530,9,4.5,37.76,17,73,2
38,7,0,1,1,4,1,2535,13,12.0,30.68,21,70,2
50,8,0,1,1,4,1,1330,15,4.5,31.07,3,71,2
38,1,0,1,3,5,1,1301,15,12.0,30.69,3,73,3
26,2,0,1,3,5,1,1912,3,10.0,31.37,4,70,5
27,4,0,0,3,5,1,574,2,7.0,30.85,16,69,3
26,5,0,1,3,5,1,154,15,2.5,31.52,3,71,5
27,7,0,0,3,5,1,2306,0,4.0,31.39,22,63,5
26,8,0,1,3,5,1,779,12,3.5,31.14,18,75,5
38,5,1,1,3,14,1,1120,0,7.0,37.99,22,74,4
26,6,1,1,3,14,1,1744,10,4.0,38.15,10,78,4
50,1,1,1,2,15,1,1850,4,4.0,37.85,2,78,2
38,2,1,0,2,15,1,991,6,10.0,37.35,15,59,2
38,3,1,0,2,15,1,1410,0,2.5,37.91,22,63,4
38,4,1,0,2,15,1,464,15,3.5,38.01,3,56,3
38,5,1,0,2,15,1,1998,7,6.0,37.54,11,62,4
38,1,0,1,3,11,1,780,7,2.5,31.22,11,77,4
50,2,0,1,3,11,1,507,5,12.0,31.14,5,70,3
50,4,0,0,3,11,1,2573,15,8.0,31.03,3,56,4
38,5,0,1,3,11,1,2131,8,7.0,31.28,8,68,4
38,7,0,0,3,11,1,2097,0,4.0,31.16,22,69,5
38,1,1,1,1,12,1,1999,7,12.0,37.73,11,83,2
38,2,1,1,1,12,1,400,1,7.0,37.63,13,68,2
62,3,1,1,1,12,1,2566,13,6.0,38.03,21,67,3
51,1,0,1,0,6,1,697,10,10.0,30.34,10,72,2
39,2,0,1,0,6,1,1003,4,12.0,30.61,2,75,2
26,3,0,0,0,6,1,1536,9,2.5,30.66,17,65,2
26,4,0,0,0,6,1,1155,12,4.0,30.99,18,64,2
39,5,0,1,0,6,1,2151,3,8.0,30.77,4,78,2
38,6,0,0,0,6,1,2407,0,4.5,30.69,22,63,2
39,7,0,1,0,6,1,1840,1,7.0,30.97,13,74,2
26,8,0,1,0,6,1,2287,5,6.0,31.05,5,73,2
38,1,0,1,3,7,1,2046,7,12.0,31.52,11,76,5
38,6,1,0,2,15,1,2114,7,7.0,37.97,11,59,4
38,8,1,0,2,15,1,105,10,12.0,38.12,10,58,3
26,4,1,0,1,12,1,1454,9,4.5,37.85,17,67,3
38,5,1,0,1,12,1,2114,7,4.0,37.97,11,59,3
38,7,1,0,1,12,1,1197,3,8.0,37.13,4,57,2
26,8,1,1,1,12,1,1397,8,2.5,37.86,8,77,2
26,1,0,0,3,13,1,1106,3,6.0,30.97,4,65,3
26,2,0,1,3,13,1,216,2,2.5,31.51,16,72,5
26,3,0,0,3,13,1,828,6,3.5,31.26,15,59,3
38,4,0,0,3,13,1,1660,7,4.0,30.77,11,61,3
38,5,0,0,3,13,1,2214,15,8.0,31.39,3,60,4
38,6,0,1,3,13,1,535,13,10.0,31.09,21,74,4
38,2,0,1,3,7,1,2192,12,3.5,30.81,18,75,3
27,3,0,0,3,7,1,373,0,10.0,31.02,22,64,4
38,4,0,0,3,7,1,187,2,8.0,30.59,16,65,2
26,5,0,0,3,7,1,2574,15,2.5,31.24,3,54,5
38,6,0,0,3,7,1,1401,8,7.0,30.84,8,59,4
26,7,0,1,3,7,1,1975,1,4.0,31.03,13,70,5
51,8,0,0,3,7,1,2011,0,6.0,30.71,22,64,2
39,1,0,1,1,8,1,1459,9,2.5,30.66,17,73,2
50,2,0,1,1,8,1,1847,4,12.0,31.03,2,83,3
39,3,0,0,1,8,1,1841,1,4.0,31.11,13,66,3
38,7,0,1,3,13,1,2192,12,7.0,30.81,18,75,3
26,8,0,0,3,13,1,2306,0,12.0,31.39,22,63,5
26,1,0,0,1,14,1,1240,15,6.0,31.01,3,63,3
26,2,0,0,1,14,1,1896,4,4.5,31.11,2,58,3
38,3,0,1,1,14,1,1562,9,2.5,30.79,17,74,2
50,4,0,1,1,14,1,253,2,4.0,30.77,16,73,3
38,5,0,1,1,14,1,1949,1,7.0,30.72,13,73,2
38,6,0,0,1,14,1,427,8,12.0,30.79,8,59,2
62,8,0,1,1,14,1,2261,12,10.0,30.91,18,73,2
38,1,1,0,2,15,1,105,10,3.5,38.12,10,58,3
62,2,1,0,2,15,1,2334,4,7.0,37.88,2,62,3
38,4,0,1,1,8,1,1728,10,7.0,30.84,10,80,2
50,5,0,0,1,8,1,776,8,4.5,30.68,8,68,2
38,6,0,1,1,8,1,231,2,6.0,30.68,16,78,2
38,7,0,1,1,8,1,930,6,8.0,30.73,15,78,2
50,8,0,1,1,8,1,675,15,10.0,30.86,3,75,2
38,1,0,0,2,9,1,1660,7,6.0,30.77,11,61,3
26,2,0,1,2,9,1,1432,0,12.0,31.14,22,79,3
50,4,0,0,2,9,1,773,8,3.5,30.85,8,62,2
50,5,0,1,2,9,1,1518,9,10.0,30.76,17,77,2
26,6,0,0,2,9,1,2434,12,8.0,30.99,18,61,3
26,7,0,1,2,9,1,1289,6,2.5,31.21,15,70,4
38,1,1,1,3,1,1,538,0,6.0,38.45,22,80,5
38,2,1,1,3,1,1,1908,3,8.0,37.89,4,71,3
38,3,1,1,3,1,1,2546,13,2.5,37.64,21,72,2
51,4,1,0,3,1,1,174,10,10.0,38.22,10,62,4
38,5,1,0,3,1,1,2468,0,12.0,38.63,22,66,5
26,6,1,0,3,1,1,50,6,4.0,38.48,15,62,5
26,7,1,0,3,1,1,1563,9,3.5,38.08,17,64,4
26,4,1,0,2,15,1,1525,9,2.5,37.79,17,58,4
38,5,1,0,2,15,1,727,7,8.0,38.09,11,68,4
38,6,1,0,2,15,1,1410,0,10.0,37.91,22,63,4
38,8,1,0,2,15,1,2507,13,12.0,38.07,21,66,4
38,8,0,1,2,9,1,91,5,7.0,30.93,5,75,3
38,1,0,1,0,10,1,2082,4,12.0,30.56,2,79,2
39,2,0,1,0,10,1,1073,12,10.0,30.57,18,76,2
38,3,0,1,0,10,1,2197,10,2.5,30.83,10,68,2
38,4,0,1,0,10,1,911,6,4.0,30.63,15,85,2
38,6,0,1,0,10,1,1515,9,8.0,30.78,17,72,2
39,7,0,0,0,10,1,2459,8,7.0,30.41,8,62,2
39,8,0,1,0,10,1,1187,10,6.0,30.45,10,70,2
50,1,0,1,3,11,1,2080,4,3.5,31.06,2,81,5
38,2,0,0,3,11,1,1463,9,12.0,30.86,17,57,2
38,8,1,0,3,1,1,536,13,7.0,38.18,21,61,4
26,2,0,0,4,2,1,2179,4,6.0,31.86,2,59,6
26,3,0,0,4,2,1,2579,15,12.0,31.41,3,56,6
26,5,0,1,4,2,1,1886,0,10.0,31.89,22,67,6
26,7,0,1,4,2,1,2148,3,4.0,31.41,4,72,6
27,8,0,1,4,2,1,922,6,4.5,31.79,15,73,6
26,3,0,0,3,11,1,2297,13,10.0,31.96,21,60,5
38,4,0,0,3,11,1,652,0,4.0,30.45,22,68,3
50,5,0,1,3,11,1,2150,3,8.0,30.94,4,66,3
26,6,0,0,3,11,1,155,15,2.5,31.64,3,62,5
26,8,0,0,3,11,1,127,12,7.0,31.23,18,60,5
50,1,0,1,0,12,1,1393,8,7.0,30.61,8,86,2
39,2,0,0,0,12,1,1271,4,2.5,30.19,2,62,2
50,3,0,1,0,12,1,217,2,10.0,30.66,16,74,2
27,4,0,1,0,12,1,645,12,4.0,30.58,18,80,2
26,5,0,1,0,12,1,2149,3,8.0,30.98,4,78,2
39,1,1,1,1,1,0,0,4,6.0,37.43,2,71,3
38,2,1,1,1,1,0,400,1,2.5,37.63,13,68,2
39,4,1,1,1,1,0,1839,1,4.0,37.78,13,81,3
26,5,1,0,1,1,0,890,6,7.0,38.04,15,62,3
62,6,1,1,1,1,0,2566,13,10.0,38.03,21,67,3
26,7,1,0,1,1,0,1454,9,8.0,37.85,17,67,3
51,8,1,0,1,1,0,746,3,12.0,37.81,4,61,3
38,2,0,1,2,3,1,2360,4,3.5,30.71,2,73,3
38,3,0,1,2,3,1,1661,7,2.5,30.79,11,76,2
50,4,0,0,2,3,1,2406,2,12.0,30.71,16,68,2
62,5,0,1,2,3,1,1913,3,7.0,30.68,4,70,2
38,6,0,0,2,3,1,2098,0,4.0,30.94,22,66,3
26,7,0,1,2,3,1,2305,1,6.0,31.18,13,72,4
26,8,0,0,2,3,1,845,6,10.0,30.72,15,63,3
27,2,0,1,1,4,1,1224,10,4.5,30.87,10,82,2
26,3,0,0,1,4,1,2260,2,7.0,30.72,16,64,2
38,6,0,1,0,12,1,504,10,4.5,30.44,10,70,2
27,7,0,1,0,12,1,944,6,12.0,30.82,15,77,2
38,8,0,1,0,12,1,1227,10,6.0,30.34,10,74,2
50,1,0,1,3,13,1,81,1,2.5,31.38,13,82,3
50,3,0,0,3,13,1,89,12,4.0,30.84,18,64,4
38,4,0,1,3,13,1,1189,8,10.0,31.43,8,77,4
51,5,0,0,3,13,1,803,6,8.0,30.61,15,64,2
50,6,0,1,3,13,1,2572,15,7.0,31.43,3,78,5
39,7,0,1,3,13,1,780,7,3.5,31.22,11,77,4
27,2,0,0,4,1,0,1174,0,2.5,31.68,22,62,6
26,3,0,0,4,1,0,2147,3,12.0,31.54,4,61,6
26,4,0,1,4,1,0,706,8,10.0,31.96,8,71,6
27,5,0,0,4,1,0,98,2,6.0,32.59,16,71,6
27,6,0,0,4,1,0,1586,12,8.0,32.27,18,61,6
26,7,0,0,4,1,0,2179,4,7.0,31.86,2,59,6
26,2,0,0,4,2,0,1911,3,4.0,31.78,4,62,6
27,3,0,1,4,2,0,1785,0,12.0,32.06,22,72,6
26,4,0,1,4,2,0,185,2,8.0,31.78,16,73,6
27,5,0,0,4,2,0,1255,8,4.5,31.66,8,61,6
26,6,0,0,4,2,0,1008,4,7.0,31.75,2,63,6
26,7,0,0,4,2,0,1780,0,10.0,31.57,22,55,6
38,1,0,1,2,3,0,1382,0,4.0,30.89,22,71,4
26,2,0,1,2,3,0,245,2,3.5,31.03,16,72,3
38,3,0,1,2,3,0,466,15,12.0,30.91,3,72,4
26,4,0,1,1,4,1,1029,8,5.0,31.12,8,73,2
39,6,0,1,1,4,1,1416,4,10.0,30.65,2,79,2
38,7,0,0,1,4,1,381,6,8.0,30.69,15,60,2
38,8,0,1,1,4,1,820,7,12.0,30.97,11,70,3
50,1,0,1,3,5,1,2037,7,7.0,30.77,11,79,4
38,3,0,0,3,5,1,895,6,3.5,31.23,15,67,3
62,4,0,0,3,5,1,676,15,10.0,30.79,3,69,2
26,5,0,0,3,5,1,1927,4,6.0,31.38,2,60,5
26,6,0,0,3,5,1,1146,5,12.0,31.48,5,60,5
38,7,0,1,3,5,1,408,0,8.0,30.88,22,78,3
50,8,0,0,3,13,1,1902,0,6.0,30.76,22,60,3
26,2,0,0,2,14,1,1108,3,12.0,30.72,4,68,3
51,3,0,0,2,14,1,1024,1,10.0,30.63,13,61,2
26,4,0,0,2,14,1,2189,15,2.5,30.92,3,62,4
38,5,0,1,2,14,1,189,2,4.0,30.92,16,71,2
38,6,0,1,2,14,1,336,6,8.0,30.67,15,67,2
38,7,0,1,2,14,1,771,0,4.5,30.93,22,74,3
26,8,0,0,4,1,0,2579,15,4.0,31.41,3,56,6
27,1,0,1,2,2,0,418,0,2.5,31.09,22,76,3
26,2,0,1,2,2,0,1139,1,4.0,31.18,13,74,4
62,3,0,1,2,2,0,2564,13,12.0,31.01,21,72,3
51,4,0,0,2,2,0,1159,15,4.5,30.84,3,58,2
26,5,0,0,2,2,0,332,12,10.0,31.05,18,61,4
27,6,0,0,2,2,0,1145,3,8.0,31.34,4,62,4
50,7,0,0,2,2,0,2406,2,7.0,30.71,16,68,2
50,8,0,1,2,2,0,867,6,6.0,31.02,15,80,4
26,1,0,1,4,3,0,2148,3,12.0,31.41,4,72,6
26,2,0,1,4,3,0,2470,13,10.0,32.23,21,72,6
26,3,0,1,4,3,0,242,2,2.5,31.71,16,70,6
26,4,0,0,4,3,0,1982,1,8.0,32.18,13,57,6
39,1,1,1,3,1,0,1120,0,6.0,37.99,22,74,4
50,3,1,0,3,1,0,685,15,8.0,37.33,3,60,2
26,4,1,1,3,1,0,1744,10,2.5,38.15,10,78,4
50,6,1,0,3,1,0,2483,13,3.5,38.46,21,62,3
39,8,1,1,3,1,0,518,0,12.0,38.69,22,77,5
38,4,0,0,2,3,0,649,8,2.5,30.75,8,64,2
38,5,0,0,2,3,0,573,13,10.0,31.45,21,61,4
26,6,0,0,2,3,0,941,6,8.0,31.13,15,58,3
50,7,0,0,2,3,0,566,10,6.0,30.95,10,59,3
26,1,0,1,1,4,0,592,4,4.5,31.05,2,68,3
27,2,0,0,1,4,0,2225,0,7.0,30.92,22,67,2
38,4,0,0,1,4,0,1372,3,4.0,30.89,4,56,3
26,5,0,0,1,4,0,395,1,12.0,31.08,13,63,3
26,8,0,1,3,5,1,2473,2,4.0,31.51,16,75,5
50,2,1,1,5,6,1,2106,7,6.0,37.61,11,79,2
38,3,1,1,5,6,1,1472,9,10.0,37.38,17,73,2
38,4,1,0,5,6,1,1494,9,4.0,37.03,17,63,2
38,5,1,1,5,6,1,345,6,8.0,37.38,15,69,2
50,7,1,1,5,6,1,1044,1,12.0,37.64,13,76,2
38,8,1,1,5,6,1,2488,6,4.5,37.43,15,69,2
38,1,0,1,3,7,1,2139,13,4.0,30.81,21,69,3
38,2,0,1,3,7,1,1614,10,12.0,31.13,10,79,4
26,3,0,0,3,7,1,1686,3,10.0,31.24,4,59,4
62,8,0,1,2,14,1,2261,12,7.0,30.91,18,72,2
38,1,1,0,2,15,1,727,7,8.0,38.09,11,68,4
39,4,1,0,2,15,1,1410,0,4.0,37.91,22,63,4
39,5,1,0,2,15,1,1655,7,6.0,37.79,11,65,2
38,6,1,0,2,15,1,2140,13,2.5,37.27,21,59,3
26,7,1,0,2,15,1,1525,9,3.5,37.79,17,58,4
62,8,1,0,2,15,1,1202,3,7.0,37.43,4,61,2
26,5,0,1,4,3,0,2084,4,3.5,31.13,2,76,6
26,6,0,1,4,3,0,1886,0,7.0,31.89,22,67,6
26,7,0,1,4,3,0,1976,1,4.0,31.22,13,71,6
26,8,0,0,4,3,0,213,2,6.0,32.04,16,54,6
51,1,0,1,1,4,0,650,4,2.5,30.76,2,71,2
39,2,0,0,1,4,0,88,7,8.0,30.68,11,60,2
38,3,0,1,1,4,0,1809,1,4.5,30.74,13,72,3
26,4,0,0,1,4,0,845,6,6.0,30.72,15,63,3
62,5,0,1,1,4,0,436,3,7.0,30.98,4,79,3
38,7,0,0,1,4,0,482,15,10.0,31.26,3,71,2
27,1,0,1,4,2,0,1260,8,6.0,31.64,8,73,6
26,4,0,0,4,2,0,1982,1,12.0,32.18,13,57,6
27,5,0,0,4,2,0,1174,0,7.0,31.68,22,62,6
26,6,0,1,4,2,0,2084,4,4.5,31.13,2,76,6
26,7,0,0,4,2,0,643,12,10.0,32.21,18,57,6
26,8,0,1,4,2,0,2470,13,8.0,32.23,21,72,6
62,1,0,1,2,3,0,436,3,2.5,30.98,4,79,3
38,6,0,1,1,4,0,1507,9,10.0,30.69,17,72,3
26,7,0,0,1,4,0,939,6,2.5,30.99,15,56,3
27,1,0,0,3,5,0,1142,3,12.0,31.19,4,62,4
27,2,0,1,3,5,0,1746,5,10.0,31.13,5,79,5
50,3,0,1,3,5,0,1388,6,6.0,31.04,15,70,3
26,4,0,1,3,5,0,309,2,2.5,31.57,16,78,5
38,5,0,0,3,5,0,486,15,7.0,31.36,3,60,5
26,6,0,1,3,5,0,151,4,8.0,30.99,2,70,2
38,7,0,0,3,5,0,1657,7,3.5,31.35,11,64,4
50,8,0,1,3,5,0,1877,0,4.0,30.98,22,68,4
38,4,0,0,3,7,1,714,0,8.0,30.95,22,58,4
38,5,0,1,3,7,1,2193,12,7.0,31.22,18,76,4
26,6,0,1,3,7,1,470,15,6.0,30.83,3,66,3
